"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene","Query","Source","Hit_accession","Hit_description","Query_length","Hit_length","Identity%","bitscore","evalue","Coverage","Organism","Gene_ontology_IDs"
"1",514.868310770554,1.71134124194125,0.449052805722446,3.81100222542426,0.000138404521087104,0.025220693240546,"Pver_gene_g22984","Pver_g22984.t1","trembl","A0A2B4RKH4","Uncharacterized protein",178,173,81.503,293,2.1e-99,"97.74011299","Stylophora pistillata (Smooth cauliflower coral)",NA
"2",198.812099448504,2.26860752011779,0.513010309250759,4.42214801381095,9.77244705480193e-06,0.00343632851999314,"Pver_gene_g22985","Pver_g22985.t1","trembl","A0A2B4T1K3","Uncharacterized protein",188,170,44.7,135,7.58e-37,"90.909090910000003","Stylophora pistillata (Smooth cauliflower coral)",NA
"3",89.0728339389721,0.99511356030045,0.259367813681839,3.83668870155621,0.000124704382658901,0.0231976131825277,"Pver_gene_g11322","Pver_g11322.t1","swiss-prot","Q6P6Z0","DNA damage-binding protein 1 (Damage-specific DNA-binding protein 1)",1023,28,85.714,53.9,8.8e-06,"2.4561403510000002","Xenopus laevis (African clawed frog)","GO:0003677; GO:0005634; GO:0005737; GO:0006281; GO:0016567; GO:0031464; GO:0031465; GO:0042752; GO:0043161; GO:0048511; GO:0080008"
"4",9.84281674724842,-6.99880715795379,1.41590109086596,-4.94300569658671,7.6927235149714e-07,0.000490630916179854,"Pver_gene_g14648_gene_g14650","Pver_g14648.t1_g14650.t1","trembl","A0A2B4R4W2","Uncharacterized protein",596,491,46.2,391,1.71e-126,"92.641509429999999","Stylophora pistillata (Smooth cauliflower coral)",NA
"5",659.593944775883,-1.87302028807883,0.479597541378374,-3.90540010421181,9.40696127980259e-05,0.019089717560763,"Pver_gene_g26042","Pver_g26042.t1","swiss-prot","Q9WTR0","Matrix metalloproteinase-16 (MMP-16) (EC 3.4.24.-) (Membrane-type matrix metalloproteinase 3) (MT-MMP 3) (MTMMP3) (Membrane-type-3 matrix metalloproteinase) (MT3-MMP) (MT3MMP)",580,505,34.5,250,6.94e-74,"83.196046129999999","Mus musculus (Mouse)","GO:0001501; GO:0001503; GO:0001958; GO:0004222; GO:0005615; GO:0005887; GO:0006508; GO:0008270; GO:0016485; GO:0030198; GO:0030574; GO:0031012; GO:0035988; GO:0048701; GO:0060348; GO:0070006; GO:0097094"
"6",83.2037783660291,1.14033082666599,0.262976307559907,4.33624928894486,1.44934564421112e-05,0.00446248526109004,"Pver_gene_g4197","Pver_g4197.t1","swiss-prot","Q66IC9","Ropporin-1-like protein",247,230,50,222,3.81e-72,"105.5045872","Danio rerio (Zebrafish) (Brachydanio rerio)","GO:0007286; GO:0031514"
"7",20.1159587672732,7.54880022222366,1.27341569021749,5.92799372601917,3.06658211636606e-09,3.91164453100465e-06,"Pver_gene_g16326","Pver_g16326.t1","swiss-prot","O15431","High affinity copper uptake protein 1 (Copper transporter 1) (hCTR1) (Solute carrier family 31 member 1)",183,138,38.4,79.7,1.23e-17,"72.631578950000005","Homo sapiens (Human)","GO:0005375; GO:0005623; GO:0005770; GO:0005886; GO:0005887; GO:0006825; GO:0006855; GO:0006878; GO:0042802; GO:0043025; GO:0055037; GO:0072719; GO:0098705"
"8",319.036888942128,0.56315279802546,0.15610429968694,3.60754187523878,0.000309111661374229,0.0484220706036929,"Pver_gene_g8381","Pver_g8381.t1","trembl","A0A1S3K2E9","uncharacterized protein LOC106178086",358,339,35.7,248,2.91e-76,"95.492957750000002","Lingula unguis","GO:0016021"
"9",113.383852298931,-1.50853506736111,0.416478959122263,-3.62211591802952,0.000292203121767799,0.0468416741714277,"Pver_gene_g13708","Pver_g13708.t1","swiss-prot","P20273","B-cell receptor CD22 (B-lymphocyte cell adhesion molecule) (BL-CAM) (Sialic acid-binding Ig-like lectin 2) (Siglec-2) (T-cell surface antigen Leu-14) (CD antigen CD22)",370,179,30.7,56.6,2.25e-07,"21.13341204","Homo sapiens (Human)","GO:0001791; GO:0005102; GO:0005737; GO:0005769; GO:0005886; GO:0007155; GO:0009986; GO:0016021; GO:0019903; GO:0030100; GO:0030246; GO:0030888; GO:0032809; GO:0033691; GO:0042113; GO:0042609; GO:0050776; GO:0050849; GO:0050859; GO:0051025; GO:0055037; GO:0070062"
"10",6.28821823540484,5.87154008475629,1.45232067812299,4.04286751073792,5.28014594306826e-05,0.0127422765204477,"Pver_gene_g1172","Pver_g1172.t1","swiss-prot","Q3TDN0","Protein dispatched homolog 1 (Mdispa)",1085,1022,40.6,749,0,"67.192636419999999","Mus musculus (Mouse)","GO:0007225; GO:0007368; GO:0009880; GO:0009953; GO:0015833; GO:0016021; GO:0060539; GO:1904680"
"11",47.7777813104651,8.79500758125512,1.11747011810782,7.8704633249142,3.53330238163929e-15,3.15488569656572e-11,"Pver_gene_g10157","Pver_g10157.t1","trembl","A0A3M6TTG2","Uncharacterized protein",108,79,83.5,134,2.34e-38,"66.94915254","Pocillopora damicornis",NA
"12",23.6178668817378,4.34573595235905,0.889436215954805,4.88594446055238,1.02934214213368e-06,0.000612262896319761,"Pver_gene_g3598","Pver_g3598.t1","swiss-prot","P51674","Neuronal membrane glycoprotein M6-a (M6a)",336,251,24.7,61.2,2.06e-09,"90.287769780000005","Homo sapiens (Human)","GO:0001764; GO:0003407; GO:0005262; GO:0005886; GO:0007416; GO:0009617; GO:0030054; GO:0030175; GO:0031175; GO:0043005; GO:0043025; GO:0043197; GO:0044295; GO:0048812; GO:0048863; GO:0050807; GO:0051491; GO:0070062; GO:0098978; GO:0099059; GO:1903561"
"13",40.3020077476147,-1.44635146778715,0.390016666528729,-3.70843502832875,0.000208544153480493,0.0358094374312947,"Pver_gene_g7377","Pver_g7377.t1.1.5de5ca19","swiss-prot","Q5EA11","Tetratricopeptide repeat protein 4 (TPR repeat protein 4)",659,176,48.9,169,1.89e-45,"45.360824739999998","Bos taurus (Bovine)","GO:0005634; GO:0005654; GO:0005737; GO:0045087; GO:0051607"
"14",286.852932740691,1.86586963412409,0.349013076796983,5.34613101390882,8.98541799767173e-08,8.02307973012109e-05,"Pver_gene_g686","Pver_g686.t2","swiss-prot","A0A1D5PUP4","Reversion-inducing cysteine-rich protein with Kazal motifs",1097,414,28.3,109,8.04e-23,"42.990654210000002","Gallus gallus (Chicken)","GO:0001955; GO:0004866; GO:0004867; GO:0005886; GO:0008191; GO:0017147; GO:0030198; GO:0030336; GO:0031225; GO:0035115; GO:0045765; GO:0090210; GO:0090263; GO:1904684; GO:1904928; GO:1990909"
"15",226.792482463551,-0.990287883524223,0.258052858495338,-3.83753890306978,0.000124273551371084,0.0231976131825277,"Pver_gene_g3981","Pver_g3981.t1","swiss-prot","P32089","Tricarboxylate transport protein, mitochondrial (Citrate transport protein) (CTP) (Solute carrier family 25 member 1) (Tricarboxylate carrier protein)",328,304,67.8,405,2.13e-141,"97.749196139999995","Rattus norvegicus (Rat)","GO:0005739; GO:0005743; GO:0006843; GO:0015137; GO:0016021; GO:0071913"
"16",8.06471612135601,6.22564574234003,1.45337776079461,4.28357025288198,1.83917990061817e-05,0.00547401244420655,"Pver_gene_g9014","Pver_g9014.t1","swiss-prot","C3Y3G4","Lipoyl synthase, mitochondrial (EC 2.8.1.8) (Lipoate synthase) (LS) (Lip-syn) (Lipoic acid synthase)",379,350,70,508,2.25e-180,"93.085106379999999","Branchiostoma floridae (Florida lancelet) (Amphioxus)","GO:0005737; GO:0005739; GO:0009107; GO:0009249; GO:0016992; GO:0046872; GO:0051539"
"17",278.001042935961,-1.41367880606879,0.371703339970436,-3.80324483008743,0.000142813087713882,0.025503561203945,"Pver_novel_gene_187_5de57afd","Pver_novel_model_188_5de57afd","trembl","A0A1S3JSP8","uncharacterized protein LOC106175794",300,262,43.5,204,1.66e-60,"83.439490449999994","Lingula unguis","GO:0016021"
