"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene","Query","Source","Hit_accession","Hit_description","Query_length","Hit_length","Identity%","bitscore","evalue","Coverage","Organism","Gene_ontology_IDs"
"1",75.0176004639877,1.88134735011278,0.414009797049116,4.54420973494399,5.51417336264903e-06,1.88102117695989e-05,"Pver_gene_g288","Pver_g288.t1","swiss-prot","Q7TPL3","BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3 (BTB/POZ domain-containing protein KCTD10)",287,266,69.2,380,3.9e-132,"84.444444439999998","Rattus norvegicus (Rat)","GO:0001525; GO:0005112; GO:0005654; GO:0005829; GO:0006511; GO:0007507; GO:0016567; GO:0017049; GO:0031463; GO:0035024; GO:0036038; GO:0043161; GO:0045746; GO:0051260"
"2",56.9283365209575,3.52440649432359,0.439635177760506,8.01666170636494,1.08657847387671e-15,1.28404798648078e-14,"Pver_gene_g285","Pver_g285.t1","swiss-prot","Q9BUZ4","TNF receptor-associated factor 4 (Cysteine-rich domain associated with RING and Traf domains protein 1) (Metastatic lymph node gene 62 protein) (MLN 62) (RING finger protein 83)",584,293,42.3,286,5.22e-89,"62.340425529999997","Homo sapiens (Human)","GO:0003677; GO:0005164; GO:0005634; GO:0005737; GO:0005856; GO:0005886; GO:0005923; GO:0006915; GO:0007165; GO:0007250; GO:0007585; GO:0008270; GO:0019901; GO:0030323; GO:0031625; GO:0031996; GO:0032991; GO:0042802; GO:0042981; GO:0045860; GO:0046330; GO:0048471; GO:0050699; GO:0090073"
"3",148.67720648997,10.764128533801,1.13796866882528,9.45907284504833,3.10685691016006e-21,7.2437348499948e-20,"Pver_gene_g11070","Pver_g11070.t1","trembl","A0A3M6TW82","Uncharacterized protein",155,154,57.8,153,1.84e-45,"145.2830189","Pocillopora damicornis",NA
"4",49.3127191014337,-4.3291383847001,1.03849527171485,-4.16866451163662,3.06389577970833e-05,9.74522197200143e-05,"Pver_gene_g135","Pver_g135.t1","swiss-prot","O94782","Ubiquitin carboxyl-terminal hydrolase 1 (EC 3.4.19.12) (Deubiquitinating enzyme 1) (hUBP) (Ubiquitin thioesterase 1) (Ubiquitin-specific-processing protease 1)",499,395,35.2,184,2.92e-49,"50.318471340000002","Homo sapiens (Human)","GO:0001501; GO:0004197; GO:0004843; GO:0005634; GO:0005654; GO:0006282; GO:0006511; GO:0008233; GO:0009411; GO:0016579; GO:0035520; GO:0036297; GO:0036459; GO:0042769"
"5",268.45036172343,3.00114969508537,0.317376387282205,9.45612154951151,3.19577357358879e-21,7.42873833094112e-20,"Pver_gene_g132","Pver_g132.t1","swiss-prot","Q96DB5","Regulator of microtubule dynamics protein 1 (RMD-1) (hRMD-1) (Protein FAM82B)",259,255,44.7,214,1.04e-67,"81.210191080000001","Homo sapiens (Human)","GO:0000922; GO:0005737; GO:0005874"
"6",43.9725173360545,2.04564776862671,0.882714145180454,2.31745212172681,0.0204791158853044,0.0397997135753449,"Pver_gene_g11076","Pver_g11076.t1","swiss-prot","A7S7Z9","Zinc finger protein-like 1 homolog",344,138,76.087,245,2.57e-79,"54.76190476","Nematostella vectensis (Starlet sea anemone)","GO:0016021; GO:0046872"
"7",92.4075473319226,-2.84678239582229,0.685329871925193,-4.15388634355782,3.26875580646127e-05,0.000103417359744765,"Pver_gene_g3376","Pver_g3376.t1","swiss-prot","Q8NCR3","Uncharacterized protein C11orf65",491,255,47.5,254,8.78e-80,"81.469648559999996","Homo sapiens (Human)",NA
"8",1911.02194780554,2.85745476715652,0.348709838643322,8.19436233366295,2.51925116632332e-16,3.23832219459176e-15,"Pver_gene_g3375","Pver_g3375.t1","swiss-prot","Q9TS87","Transgelin (25 kDa F-actin-binding protein) (Smooth muscle protein 22-alpha) (SM22-alpha)",196,201,42.786,143,5.27e-42,"100","Bos taurus (Bovine)","GO:0005737; GO:0030855; GO:0051015"
"9",83.647418934102,2.14535204752392,0.377593988165819,5.68163719434482,1.33411433112134e-08,5.9873200386278e-08,"Pver_gene_g3379","Pver_g3379.t1","swiss-prot","A7RV13","Proteasome assembly chaperone 1",282,246,41.1,200,2.15e-62,"95.719844359999996","Nematostella vectensis (Starlet sea anemone)","GO:0005783; GO:0070628; GO:0080129"
"10",167.637720054182,10.931270944459,1.06692925378882,10.245544309185,1.23925369247974e-24,4.27625140818342e-23,"Pver_gene_g7874","Pver_g7874.t1","trembl","A0A2B4RKK7","Uncharacterized protein",253,267,85.8,352,1.5e-118,"71.774193550000007","Stylophora pistillata (Smooth cauliflower coral)","GO:0016021"
